,texture_contrast_nondir_post1,texture_contrast_nondir_post2,texture_contrast_nondir_post3,texture_contrast_nondir_post4,texture_correlation_nondir_post1,texture_correlation_nondir_post2,texture_correlation_nondir_post3,texture_correlation_nondir_post4,texture_diffentropy_nondir_post1,texture_diffentropy_nondir_post2,texture_diffentropy_nondir_post3,texture_diffentropy_nondir_post4,texture_diffvariance_nondir_post1,texture_diffvariance_nondir_post2,texture_diffvariance_nondir_post3,texture_diffvariance_nondir_post4,texture_energy_nondir_post1,texture_energy_nondir_post2,texture_energy_nondir_post3,texture_energy_nondir_post4,texture_entropy_nondir_post1,texture_entropy_nondir_post2,texture_entropy_nondir_post3,texture_entropy_nondir_post4,texture_inversediffmoment_nondir_post1,texture_inversediffmoment_nondir_post2,texture_inversediffmoment_nondir_post3,texture_inversediffmoment_nondir_post4,texture_sumaverage_nondir_post1,texture_sumaverage_nondir_post2,texture_sumaverage_nondir_post3,texture_sumaverage_nondir_post4,texture_sumentropy_nondir_post1,texture_sumentropy_nondir_post2,texture_sumentropy_nondir_post3,texture_sumentropy_nondir_post4,texture_sumvariance_nondir_post1,texture_sumvariance_nondir_post2,texture_sumvariance_nondir_post3,texture_sumvariance_nondir_post4,texture_variance_nondir_post1,texture_variance_nondir_post2,texture_variance_nondir_post3,texture_variance_nondir_post4
0,44.9682422253,65.4687447545,69.5809963134,68.9798366625,0.7593064649,0.7885451597,0.7993802057,0.8004228862,0.9911903884,1.0967990416,1.1345553797,1.1519956705,32.5936760292,45.2509507972,46.0770892343,44.0413456605,0.0084222750,0.0045453766,0.0036440879,0.0032757817,2.4372512761,2.6955433712,2.7843235231,2.8227408296,0.3562900058,0.2925304323,0.2687996198,0.2575983153,160.3587333362,200.4836962941,205.7614882325,225.2480691480,1.5983661204,1.7409804971,1.7845001143,1.7995259875,328.6082524047,553.5503668579,623.7893236881,621.9556285106,93.4309876696,154.8933616246,173.6118856888,173.1326484200
0,169.9137871621,234.0852573541,249.6170232762,348.3803138999,0.3512562143,0.3465420238,0.3390651167,0.3436131764,1.4275381742,1.5026025507,1.5171576357,1.5873829047,77.6879729665,100.1358697252,104.6153186012,145.9354045965,0.0008972985,0.0005760330,0.0005140599,0.0003741925,3.1962455133,3.3664023924,3.4001813033,3.5335581338,0.1218152008,0.1017386141,0.0968577579,0.0838973456,169.2983929075,230.9818771342,238.9721186680,232.7047084991,1.8554641776,1.9427832888,1.9588457014,2.0349695820,353.8853672365,482.3272772132,505.7033045836,713.0831610010,132.5448280524,181.4266214262,190.9707141816,268.4286930141
0,16.0640829309,35.3489221345,59.1602073271,75.3881493698,0.5393198771,0.6014748526,0.6098848610,0.6116502220,0.9156334972,1.0454239377,1.1493364288,1.2008407386,8.5692979076,20.8005702667,34.6408526214,43.8542819981,0.0140478373,0.0087937768,0.0049787602,0.0037353780,2.1361497610,2.3767990760,2.6178150738,2.7094683993,0.3448796495,0.2940497000,0.2425610372,0.2197046097,143.4324419837,171.3444457533,176.4343267758,173.3954529391,1.3470780203,1.5185935762,1.6621606852,1.7163936207,53.5499476355,141.7628508207,243.8413991256,312.7312362450,16.6155871600,42.8340499158,74.2495179469,96.1196800233
0,52.3516329578,62.5926867106,62.2162323304,65.2058881415,0.5434158262,0.5694423871,0.5871712848,0.5990038047,1.1162403673,1.1620772866,1.1688297690,1.1841915153,31.8599666503,37.0564239080,36.0284685050,37.1105005695,0.0091758213,0.0067056622,0.0059165714,0.0052693258,2.5257855983,2.6485136651,2.6883031457,2.7314426010,0.2914942754,0.2657412901,0.2579960113,0.2478259554,215.7586741841,229.6980388298,228.9276138324,234.6418838348,1.5626497481,1.6328902581,1.6592274034,1.6827220873,176.9559785981,228.1473841159,239.1878266840,260.0018337366,57.8424707642,73.2254820092,75.7487372518,81.6049827275
0,264.4469479325,241.7626456632,157.7898253656,131.3342264114,0.5662635040,0.5922479887,0.6233767676,0.6438228077,1.5277620198,1.5099896835,1.4211513857,1.3813851737,113.7913123837,100.9957840851,64.9414625443,55.0658968008,0.0004202330,0.0003913031,0.0005468499,0.0006337168,3.4987575094,3.5091479152,3.3618560481,3.3034228243,0.0925619672,0.0901781035,0.1094598652,0.1204913263,162.6398528035,200.4870073275,221.9196552503,224.3042383550,2.0826660108,2.0903211812,2.0185224117,1.9926259875,954.1443828958,943.1193234271,679.0499054817,605.0468883277,305.4967807810,297.7537363760,208.5227918694,183.0598871693
0,5.3771589707,10.3627070849,21.9837856891,30.9476559746,0.3024877432,0.3925946544,0.3763671297,0.3049675101,0.7317684238,0.8447340434,0.9981920898,1.0697854522,2.4690340606,5.1262403292,10.4735874166,14.2334795477,0.0298663029,0.0169955678,0.0083205474,0.0064725170,1.7207138839,1.9751340087,2.2696283172,2.3643669511,0.4408563718,0.3731722251,0.2804669274,0.2377710437,142.9904829045,135.2153683468,160.8149453648,198.2997885090,1.0963550318,1.2589645829,1.4099059397,1.4530135315,10.0133038556,23.6272153472,48.1761883386,57.9448466243,3.8326890470,8.5693650635,17.7197342782,22.2371145728
0,394.5751420754,540.7328983372,425.9174910545,410.2547884656,0.4207191961,0.4748749984,0.4971406145,0.4494549844,1.6061832872,1.6741732128,1.6284057305,1.6136172801,176.4954175418,239.0442956741,180.9366830172,183.4547386937,0.0006001240,0.0004595073,0.0004564504,0.0004724437,3.3815843649,3.4762998913,3.4595377895,3.4355475390,0.0836059813,0.0684949009,0.0726879630,0.0742981942,176.3857082719,229.6068196169,236.4891601768,282.7113239318,2.0632384087,2.1495226232,2.1252382704,2.0974045476,965.1878950940,1512.5913574078,1261.8908001998,1077.7504905857,332.9090003252,501.6035046693,408.7449228914,363.1968342550
0,44.1231695687,44.7825252407,40.9346034518,43.3242323154,0.7290917974,0.7597852190,0.7791973996,0.7941589092,1.0804141697,1.0874688897,1.0732212478,1.0849184010,26.9264626583,27.1737240755,24.5814748521,26.0427000376,0.0044378649,0.0045772937,0.0047882971,0.0041769826,2.6858054428,2.7083575345,2.6964554481,2.7498251938,0.2723832627,0.2794089901,0.2864389150,0.2847115455,169.0010522842,177.5534451746,203.0797180764,207.8712792799,1.6963424088,1.7230089191,1.7233543464,1.7666513231,281.6075049187,328.0567465621,329.8384280726,377.6056428254,81.6020773720,93.4786301389,92.9420243667,105.5993421685
0,153.7035615270,275.3362124120,250.5080863013,177.7792173171,0.2030591181,0.2173403805,0.2291992271,0.2232307614,1.3005000523,1.4575811856,1.4598091095,1.4064394341,98.3922440870,163.0006256731,139.7166362000,94.0525543308,0.0046913670,0.0020651006,0.0019411559,0.0025907942,2.7177957672,3.0523273977,3.0955437107,2.9935181800,0.2261544989,0.1700982924,0.1701070479,0.1780666320,193.9163645411,162.3812468899,171.1533553707,202.1936980166,1.6482602720,1.8269983390,1.8400190377,1.7712297219,232.0190234508,428.2195118312,399.3667394701,279.7676456479,96.5304836901,176.2620708882,162.3252136682,113.2138684941
0,121.8386984782,181.7705363859,187.2243717091,193.8294018940,0.2058894114,0.2236935155,0.2287665214,0.2293030519,1.3274173781,1.4101726432,1.4194291987,1.4285069397,65.4032410262,97.9629686911,99.6847749319,102.7770885332,0.0022600667,0.0015781917,0.0014974286,0.0014102395,2.9041654984,3.0591624649,3.0858252721,3.1050227950,0.1697187551,0.1463289325,0.1440838170,0.1406746551,241.3804270257,243.1648697128,266.6150789824,279.3196713407,1.6960445284,1.7840671423,1.7973569344,1.8050443820,184.9262726357,286.3307943313,298.1108093284,309.0188394160,75.3043614719,114.2980181987,118.8237683969,123.5415383894
0,173.5333412015,257.0049484918,304.3725615822,404.9759909629,0.3176943233,0.3494706882,0.3559743890,0.3764176683,1.4094997874,1.4958960888,1.5306147120,1.5922466585,90.0413645518,127.9877001792,149.9182609996,196.6039841416,0.0019186382,0.0013516356,0.0011955305,0.0008576782,3.0701225277,3.2297200632,3.2832294079,3.4174391352,0.1547577931,0.1333210246,0.1246072601,0.1103651506,262.3182377637,275.7530222050,294.7108124968,311.2421473251,1.7977871827,1.8976118786,1.9313144765,2.0101883089,335.0122449834,533.0191135838,640.7319697180,893.7032975353,129.1341503503,198.7715313728,237.2336671379,325.4382281746
0,822.2690731923,1312.0315579670,1062.4605248588,581.7095559739,0.2692149072,0.2612065292,0.2584510599,0.2421353410,1.7430051407,1.8570392944,1.8170403740,1.6914676086,401.0219704368,590.5639870890,461.1927646062,243.8354135605,0.0004349675,0.0002332852,0.0002303119,0.0003299086,3.5536943020,3.7576166412,3.7433859087,3.5756536508,0.0813254465,0.0571907960,0.0577325792,0.0714843780,214.0224781309,208.4142398405,248.1835898572,220.9282471487,2.1293402863,2.2511220273,2.2167739385,2.0858372172,1425.3608057734,2236.1739927756,1800.6542584450,952.0991589140,551.4898057155,878.2782274072,713.1238729273,381.9362940879
0,44.3938118291,90.9669543254,93.2683645548,71.2382656283,0.4694808505,0.4538141982,0.4485198309,0.4625734339,1.1029917167,1.2723294443,1.2890772337,1.2476811160,25.4142271658,47.6998553651,46.1996963849,32.0539859537,0.0072799483,0.0030598306,0.0028040270,0.0022499777,2.4144123055,2.7607638503,2.8086166764,2.8302964322,0.2668392142,0.1865495616,0.1758021979,0.1731642559,169.6021890128,145.3763418228,187.9846348137,174.1677541570,1.4960167878,1.6838694876,1.7206906743,1.7237982895,122.8362738864,241.8417387541,244.6867771714,193.7977899257,41.6523106768,82.8757127137,84.1926620950,65.9601376945
0,649.4394069354,541.4207204999,605.9078544296,852.1645018993,0.0746303892,0.0862754482,0.0873278432,0.0827847792,1.7221094541,1.6848137987,1.7082300310,1.7771286909,262.4286433270,208.8265491959,240.3864946328,355.5289953911,0.0003393821,0.0003619190,0.0003519568,0.0003041804,3.5856260277,3.5439200626,3.5619644070,3.6357201617,0.0556924529,0.0564124089,0.0569741362,0.0523694620,285.7791937263,312.5423967651,323.5179512315,291.1909692440,2.0491467626,2.0165363543,2.0396125094,2.1055202907,754.1856521376,643.6218086900,721.8335522785,1005.9508484785,354.9105802068,301.9970441693,337.0568829539,474.7607583609
0,163.2753664846,308.0508766887,172.8620293188,187.9244035642,0.1852264020,0.1183407565,0.1848952896,0.2263149906,1.3812173571,1.5054250684,1.3955861684,1.4184213257,85.4007024944,167.7315641064,91.9447905765,96.9712571822,0.0019527505,0.0014211661,0.0017706535,0.0016049155,2.8569654439,2.9714510873,2.8724637615,2.9134559037,0.1308230055,0.1098204215,0.1395255313,0.1259924669,220.8539810290,256.7286576602,237.3213567117,232.4274216729,1.7643223318,1.8578693514,1.7800854122,1.8152867436,236.5558558099,389.9735133174,249.9743383720,296.5109008256,103.0340495732,180.7348801056,110.0868455508,125.2450161900
0,239.7577513447,508.6954344689,878.1545895832,852.1285476888,0.2517669305,0.2536399432,0.2527918244,0.2520014618,1.4924154570,1.6606749382,1.7806917966,1.7750730703,115.7408386817,232.0813843002,388.2932457931,371.8743659881,0.0010189641,0.0004617846,0.0002419374,0.0002445039,3.2059066484,3.5292567311,3.7670696807,3.7604203241,0.1155722912,0.0803674288,0.0608205804,0.0603209036,199.0584904010,227.2855862159,223.9568810950,240.1182708707,1.8606551554,2.0368563024,2.1659234144,2.1624604179,401.0743984383,854.3963562871,1472.2688802536,1426.2607966253,159.3040855471,338.8735246943,584.0085639619,565.1981143983
0,91.1765779468,201.5714068441,208.6483650190,262.9148288973,0.3004805307,0.3236414177,0.3428855800,0.3460613380,1.2636452710,1.4278966977,1.4508745488,1.5069633421,49.3476528271,108.9611548295,106.3878235394,127.9628784918,0.0039562926,0.0020401047,0.0015777473,0.0012781448,2.6447696957,2.9367333961,3.0115862147,3.0937724907,0.1996310330,0.1465594982,0.1303528952,0.1082757706,139.5461596958,166.5015969582,170.2492775665,188.0892775665,1.6262810079,1.8038322900,1.8369303127,1.9051224922,169.3979833509,394.1344080961,425.9976325579,540.4216873108,64.2237399066,146.6589542946,155.9689467825,198.6441532131
0,45.7269103903,78.2120670698,80.0471412864,79.5329851567,0.1100321825,0.1101516049,0.1169229292,0.0893712734,1.1283348629,1.2447080573,1.2500349761,1.2540025878,23.8922266333,39.7553637714,41.1905265105,39.7716061994,0.0061633343,0.0036200106,0.0040824571,0.0041445272,2.4210281803,2.6480306009,2.6221394558,2.6240088006,0.2320261262,0.1830153327,0.1907260145,0.1885499959,179.6939252336,156.1845794393,152.8912864211,142.7185266630,1.4522784316,1.5628556288,1.5591339322,1.5519320543,56.9509856371,97.4611200953,101.1708366629,95.0667320789,27.7671511141,47.1976482284,47.9560674676,46.0729255415
0,129.1105593170,234.0430452649,199.7141830608,242.1162440385,0.5868804743,0.6431195200,0.6021762375,0.6803036017,1.3571677236,1.4834961892,1.4430747563,1.4932014294,62.9674656203,113.7657641625,100.7590674212,116.4387923085,0.0009328872,0.0004452612,0.0005934776,0.0003874843,3.2481896840,3.5460743117,3.4368845666,3.5936779571,0.1370873657,0.1049966573,0.1177860419,0.1035333844,212.4935008942,222.8585366633,200.3795509709,211.9521748850,1.9359208705,2.1128727954,2.0451927283,2.1518370722,495.7214064075,1077.3033199673,804.1752595327,1272.2923974373,153.4247616693,323.5446186848,248.7887087919,373.8639330380
0,276.0450234153,316.0547193457,337.7905547127,351.2654310402,0.4666936768,0.4614033134,0.4645507219,0.4630695521,1.4885718217,1.5297562285,1.5491011851,1.5636687447,152.8632824636,167.1223258810,174.7341126973,176.7355566039,0.0013436760,0.0009248192,0.0007492904,0.0005724603,3.2554919487,3.3673665847,3.4314283717,3.4842214832,0.1408403689,0.1217753020,0.1156482565,0.1052412830,193.8187058901,214.6286920388,216.1058373458,199.7936811556,1.9393949312,1.9956866232,2.0285186767,2.0517290361,758.2412964191,856.8442423958,923.2700727785,956.6122706058,265.8448781114,299.1810892685,321.1841471709,332.6376555540
0,165.3391521197,220.0128844555,249.1227348296,257.0226932668,0.1042279798,0.0890521329,0.0777050258,0.0712116593,1.3411532365,1.4324906066,1.4788353720,1.4974966264,100.9368594032,123.7087629637,131.3046127598,129.2161912274,0.0039772866,0.0020885960,0.0014495660,0.0011703044,2.7281126564,2.9478690106,3.0720802589,3.1371315922,0.1992603250,0.1540963183,0.1335216826,0.1215309078,114.6183707398,135.3627597672,142.6474231089,154.4788861180,1.6320431908,1.7326601265,1.7833165163,1.8070550589,203.8109675866,263.0239331983,291.0939355874,296.4236190419,91.0222192786,119.0306191504,133.0620074848,135.9907050934
0,12.2032497417,17.0433925049,27.3908143139,26.5054945055,0.5858895325,0.5218029247,0.6165296063,0.6142238220,0.8876655145,0.9547487571,1.0447059851,1.0302909551,5.5348542606,7.6561068776,12.3978367977,13.2730376746,0.0089420910,0.0079202189,0.0041333694,0.0050436310,2.2378249850,2.3090526270,2.5630154443,2.4891619878,0.3336994299,0.2965027775,0.2403216068,0.2745995696,143.3975767822,173.1468958392,179.1858739551,154.2380013149,1.4310359441,1.4358448191,1.6210544039,1.5897064445,46.4296099822,53.8010946659,114.4913267064,109.7091109860,13.8813868826,16.7936339268,33.7613397320,32.0453276204
0,34.3135865353,48.5421880190,61.6963791385,73.2824714871,0.1496402077,0.1376116913,0.1256680881,0.1200351643,1.1010402564,1.1723573511,1.2230982613,1.2577258647,14.8964433350,21.1320761829,26.2720681177,31.5784208310,0.0050897289,0.0039124824,0.0031043309,0.0027029157,2.4754368071,2.5857474412,2.6672592109,2.7241230606,0.2243115185,0.2002251212,0.1765119063,0.1678036992,136.2719521648,146.7227881741,170.7773225556,180.4040527073,1.4391381683,1.5022832825,1.5444134480,1.5774648366,46.3337488078,63.9880965778,79.4048494806,93.2689194631,19.9571205456,27.7170080673,34.8677409004,40.8550282936
0,135.0883208645,232.9931421446,268.7316292602,292.9197007481,0.1355356478,0.1308939085,0.1311667943,0.1311606125,1.2965793548,1.4121328260,1.4535092833,1.4884144353,83.2249765911,142.4261977002,160.1172877915,167.4163843647,0.0050564086,0.0032146290,0.0024831313,0.0020884095,2.6493533250,2.8453929285,2.9343302411,3.0118868026,0.2111704338,0.1749163849,0.1579392692,0.1452106267,176.6523275145,193.3046965919,199.6318786367,216.2206982544,1.5972702197,1.7098835013,1.7522608266,1.7912058291,177.4471620806,303.1698781914,349.8587925638,381.3512922805,78.5147935785,134.6707930558,155.6575708467,169.5941458680
0,112.8484469832,128.5429608473,135.3475544448,134.2956682137,0.1639444619,0.1379210844,0.1360667052,0.1366284764,1.2483698635,1.2921282098,1.3110899511,1.3286462096,71.3362424547,78.1613467109,80.9158909737,76.0649474959,0.0044672096,0.0040732167,0.0036881248,0.0031778247,2.6162489940,2.6644325436,2.7152624497,2.7586947071,0.2071710362,0.1888663638,0.1863320445,0.1723393978,205.7240866357,172.7950136856,167.1911817208,165.7161132929,1.5667189202,1.5902461207,1.6154513038,1.6324832597,156.9922402553,169.5665132778,177.7963068625,176.6496832393,66.4241392087,72.6831483195,76.2840377436,75.7995739021
0,37.4593534271,58.0740125995,67.0207476706,68.2429363612,0.5417721835,0.5402134631,0.5446171168,0.5522885709,1.0948919339,1.1926253179,1.2293375325,1.2353929373,19.1023519215,28.3040612064,31.0094298700,30.9034557784,0.0051525565,0.0030114436,0.0022867555,0.0021126395,2.5423299252,2.7469101730,2.8435517609,2.8736210760,0.2430540663,0.1960894338,0.1744772287,0.1687137712,208.2151722057,182.4510166359,177.4735750123,178.7063261534,1.5556045446,1.6632178647,1.7120372013,1.7274526702,126.0368424965,194.5384452488,227.3275770228,236.6085008527,40.7868518760,63.0404540849,73.4764722892,76.1655297016
0,39.3760683761,68.2234432234,85.5166713628,107.8601483986,0.7283764686,0.7238273480,0.7214451555,0.7203141302,1.0905846201,1.2045265368,1.2569341885,1.3088654453,21.5750715325,37.1009405735,45.3758124008,55.9760477301,0.0068007627,0.0041837228,0.0030203529,0.0022136034,2.5099488716,2.7140570614,2.8317127248,2.9213719352,0.2648886233,0.2179064247,0.1939522891,0.1682683609,185.0236686391,214.0325913403,202.1493378416,203.4140133371,1.6024290846,1.7225158931,1.7881023938,1.8385135936,250.3345576691,425.2142097121,527.4712644718,662.0361631643,73.1565690436,124.6359984887,155.3368389162,195.1901821590
0,164.8876656473,383.5135575943,577.0595310907,618.2748216106,0.1401353447,0.1304540630,0.1245091961,0.1208059740,1.4118969178,1.5900524583,1.6787569852,1.6946276917,78.3085295435,175.2012741165,259.1153699703,272.8682392574,0.0026252519,0.0014129001,0.0010053192,0.0009464640,2.8054885586,3.0481745406,3.1762436644,3.1771103584,0.1546571860,0.1031021188,0.0818044402,0.0807417928,135.9535168196,169.3023445464,185.8958205912,172.6854230377,1.7170287440,1.8913405402,1.9750599495,1.9946769545,218.2963102619,498.0637355836,740.7379743776,787.6406947497,93.5698896360,218.1663548710,325.8439970032,345.7352010732
0,13.2843054382,25.9042922889,34.4247205786,37.5854231239,0.4346571803,0.4981413630,0.5008674486,0.5183472407,0.8573062630,0.9982105092,1.0686276635,1.0956138623,7.7026939348,14.3971143118,18.3148302746,18.9725239836,0.0171175795,0.0070499895,0.0053257446,0.0044250631,2.0092088893,2.3526117161,2.4829730228,2.5435739741,0.3823517858,0.2945071609,0.2607013940,0.2373571887,165.0774866159,176.6015779093,204.0492157415,228.5334836104,1.2734509161,1.4782552142,1.5437144336,1.5712941069,33.6820769740,77.2760301955,103.4148784589,118.2385472990,11.4124218832,25.4188231085,33.9833191496,38.5617702842
0,88.6299689471,130.3898779100,154.3590178795,201.1215499450,0.1756700113,0.1697731093,0.1686051957,0.1685677691,1.2412815280,1.3180865477,1.3568925679,1.4157487268,51.2387265457,75.9530488909,88.7211124306,114.4916176032,0.0044600514,0.0032797342,0.0028579139,0.0020974298,2.6261640695,2.7627776740,2.8353881407,2.9580399642,0.2195756754,0.1951006890,0.1808356249,0.1623668303,169.7417401200,190.3125735337,199.7051709839,189.9564680695,1.5861576265,1.6603245978,1.6994970095,1.7603426001,126.3943506897,183.7026333889,216.9472726225,282.6473807247,54.2716723941,79.2003645553,93.5390903577,121.7045219401
0,68.3364116190,99.8827339220,117.0302678036,154.2520704420,0.3269558938,0.3314429810,0.3413880974,0.3522813678,1.2038497049,1.2860433923,1.3254610704,1.3857262981,37.9416472566,54.4409984688,62.1856863330,80.7242656294,0.0045563758,0.0029739680,0.0023848133,0.0017247938,2.6703728930,2.8423211048,2.9281887876,3.0620534782,0.2336638983,0.2017335494,0.1869392334,0.1670122954,172.6815598894,194.7779590894,204.4603782031,195.0227008527,1.6141173612,1.7035228101,1.7471962566,1.8150374912,134.7254080291,198.9149642080,238.3519269399,322.0391822821,50.8597394202,74.8916850052,89.1096160663,119.4458519223
0,172.2850228500,232.1422586899,259.8335272123,306.5910192494,0.2085216512,0.2149415369,0.2093421712,0.2307893247,1.3818996545,1.4634624072,1.4964954223,1.5368386030,96.6471825355,122.0610141716,132.2452241691,152.2495371425,0.0014382652,0.0009407802,0.0008197771,0.0006437054,3.0583135580,3.2331184707,3.2858230462,3.3755106473,0.1354870128,0.1136986263,0.1079264117,0.0978329859,156.7122489960,171.5167497577,176.5212851406,178.1617019803,1.7578942126,1.8466103801,1.8700276183,1.9200460734,263.0479084028,359.2161091423,397.4103972405,490.5613818976,109.6518880816,148.6723944564,164.5225971051,199.3955159940
0,104.4901902204,250.5784132889,340.1855103112,384.8095899949,0.1931936147,0.1890443288,0.1822459315,0.1834398751,1.2943054950,1.4737745599,1.5440197608,1.5724301020,55.9834066131,135.6868500154,180.7192585876,202.4967354798,0.0025392425,0.0011601302,0.0008444870,0.0007307545,2.8544091395,3.2057008726,3.3427872625,3.4004490459,0.1714224713,0.1199187862,0.1031437503,0.0960684977,115.7603488499,136.0858511595,154.4032375390,161.7641262386,1.6400549813,1.8222308177,1.8909460131,1.9196053140,154.5279456626,367.3995847538,491.8005270818,557.6915253313,64.7404606064,154.3794369003,207.5805155133,235.2082908303
0,88.9537534112,146.9712119179,140.9664250884,189.2577953742,0.7565612209,0.7682890439,0.7815046352,0.7890000942,1.2375159642,1.3559631059,1.3563881438,1.4270035654,51.8422301999,81.9460683192,76.0339608727,98.4949452105,0.0025746195,0.0013431847,0.0011974596,0.0007191647,2.9686063618,3.2270070826,3.2595561668,3.4302755775,0.2074742289,0.1627970462,0.1578138371,0.1323449624,220.4722296783,250.5595669485,246.8865252986,278.5800116315,1.8582576997,1.9984733486,2.0206577912,2.1132667020,641.6944263219,1121.3503080843,1148.9684906464,1603.8732451661,182.7269486192,317.2501766578,322.3687033942,447.9434475462
0,40.4608662838,100.5295699242,86.3358176394,59.5550419227,0.6436261184,0.6475859457,0.6601867853,0.6781135454,1.1086451969,1.2970922387,1.2687959219,1.1964431717,21.2469743180,52.1588645764,44.1625113026,29.8299854302,0.0043444236,0.0017709791,0.0019123589,0.0023177941,2.6686800529,3.0515079936,3.0171493722,2.8996644311,0.2563692922,0.1819736347,0.1890545382,0.2116882176,180.2110520171,187.3191782922,246.5928961426,258.7071545655,1.6659160713,1.8647876573,1.8496499031,1.7952025784,186.5782356166,469.9457437039,421.7612703055,310.3977024414,56.7786316059,142.4434811538,127.1132826845,92.6550870689
0,9.3392970320,23.8788548250,31.7310420175,39.8638429640,0.8458728858,0.8583681109,0.8694856784,0.8746442643,0.8085881477,0.9803166476,1.0368131935,1.0856512585,5.2912994472,13.7523001623,18.2638800549,22.6350974456,0.0144818252,0.0063187743,0.0048901050,0.0039846469,2.1598632367,2.5445254306,2.6829340458,2.7904155807,0.4376599554,0.3348275618,0.3072397400,0.2802860130,127.7505870139,160.3349811974,185.7072475840,192.2021802510,1.4914515130,1.7017449884,1.7831928483,1.8408325458,111.8115897085,313.1995477939,454.3227248781,595.9589963873,30.4194199111,84.6586963868,122.1047281199,159.6868868651
0,2.6837083284,8.7609848039,9.5253857934,9.4759100012,0.2326994277,0.2745697541,0.2839479544,0.3111619884,0.5907402084,0.8078131059,0.8245545339,0.8257116028,1.4512918751,4.6728618928,5.0875862010,4.9863435695,0.0729637979,0.0276344540,0.0251307045,0.0248841706,1.3513427816,1.8203925563,1.8393086814,1.8606562442,0.5716094347,0.4257126985,0.4136020755,0.4140425654,311.8143479797,289.0321592649,272.2432559783,319.6203321946,0.8948820201,1.1539560001,1.1723985925,1.1899271244,4.3092722837,15.3888821440,17.0661652026,18.0234810535,1.8220390982,6.1875572389,6.8435887200,7.0364118146
0,59.7473423104,101.3401842665,164.2930545712,126.9032600992,-0.0378927297,-0.0079222038,-0.0238817904,0.0149203133,1.2149908604,1.3234591864,1.4258332080,1.3734472031,21.4451915721,36.4183912872,58.7687619197,46.2282346964,0.0032294099,0.0020884807,0.0015824335,0.0017818387,2.5815870120,2.7695055493,2.9006244447,2.8418448252,0.1547561945,0.1147541125,0.0954317444,0.1062025494,147.1243798724,184.7505315379,193.3377037562,222.6169383416,1.4795757083,1.6060565554,1.7026485971,1.6645809503,55.3519995269,99.5975812199,156.3150844509,130.5141425752,29.1588487188,50.2925612066,80.1621060052,64.2265835761
0,17.6253041363,20.7068126521,18.1253041363,12.7055961071,0.1328906964,0.0997384390,0.0806722826,0.0481830045,0.9609962798,0.9933123732,0.9625396962,0.8974653550,6.8681809840,7.9405358126,7.2160255386,5.3721739748,0.0105256303,0.0090841281,0.0117599351,0.0169132316,2.0683857025,2.1466627511,2.0606545495,1.9249242845,0.2572545802,0.2392792216,0.2598105210,0.3137761475,193.2627737226,182.3807785888,177.3077858881,171.3795620438,1.2841479125,1.3056901087,1.2635556834,1.1749013178,22.9309499707,25.2722826055,21.2811802559,13.9848864262,11.6071003605,12.1745327698,10.5765298572,7.1163561665
0,51.8952762398,98.8916244552,151.4928731299,159.3537519142,0.4184807510,0.4399554339,0.4569972861,0.4789403044,1.1658522596,1.2958146530,1.3807031220,1.3976886375,25.8815512861,50.1748751348,77.8251600566,79.7324501391,0.0041888694,0.0025144207,0.0016930296,0.0014346451,2.6271268432,2.8494742015,3.0029632611,3.0545263798,0.2169698575,0.1783828759,0.1511938513,0.1414618752,194.3146424785,208.3966309342,195.2035575451,197.7648721875,1.6063495656,1.7470643791,1.8404988807,1.8816943719,126.5603239416,254.2150481381,406.3948936933,452.1989262441,44.1556265097,87.8007727142,138.4894093332,151.9429646129
0,130.3774781067,306.2456884973,365.0802127545,374.2893676463,0.2188664667,0.2108217594,0.2136445923,0.2119982898,1.2755746971,1.4677074981,1.5246369071,1.5479960683,83.2243502235,189.3379284937,215.0772687097,209.2511520044,0.0040220697,0.0018408846,0.0014534105,0.0012295069,2.6825506576,3.0151987815,3.1131730167,3.1661935521,0.1946418552,0.1408473599,0.1267373110,0.1157864969,224.8782034062,234.7339493902,246.2361790147,262.7731155644,1.6042089259,1.7926561631,1.8498922890,1.8746529068,203.4223868867,469.8254186526,563.3918098668,575.5817367984,83.3590756427,193.3305216755,230.8757841622,236.1907461352
0,101.4110518662,142.1279689772,186.7440620456,214.5942801745,0.1301094443,0.1141385983,0.1061074863,0.0934659417,1.3159437937,1.3770768181,1.4318599801,1.4596961152,46.1131206548,69.1054349785,91.1823018448,105.8305121583,0.0031904603,0.0029409284,0.0025807284,0.0022932498,2.6920023326,2.7408940314,2.7849003936,2.8291334892,0.1544286228,0.1584879641,0.1464060428,0.1340997646,164.6228793020,204.8022297625,223.8730004847,246.1997091614,1.6192763211,1.6698030519,1.7133702962,1.7385953133,131.6716432850,178.7146435982,231.0362220683,258.8219679232,61.0540997832,82.4166934134,106.6003258012,120.4936323549
