,circularity,edge_sharp_mean,edge_sharp_std,iMax_Variance_uptake,iiMin_change_Variance_uptake,iiiMax_Margin_Gradient,irregularity,ivVariance,k_Max_Margin_Grad,kurt_F_r_i,max_F_r_i,max_RGH_mean,max_RGH_mean_k,max_RGH_var,max_RGH_var_k,mean_F_r_i,min_F_r_i,skew_F_r_i,var_F_r_i
0,0.8557347458,-0.3226998564,0.9672021387,10.9038634513,0.1287980917,0.1334403874,0.9775447805,0.0152500278,1.0000000000,0.2545931390,910.3491516113,0.5322338974,1.0000000000,0.0819674177,1.0000000000,510.1397882613,307.6895904541,0.7833436392,11413.3028347646
0,0.8557348815,-0.4279102725,0.9487709764,9.1875514697,0.1889019964,0.1510378774,0.9390486101,0.0188696253,4.0000000000,-0.9047938096,684.7498474121,0.5287329491,4.0000000000,0.0774026376,3.0000000000,392.6313009145,146.8142700195,0.2981834019,13912.2413449744
0,0.8557124120,-0.3580138306,0.9778831057,6.8600712297,0.2511170820,0.1098818788,0.8970570517,0.0113971682,4.0000000000,0.0545134225,757.5535125732,0.5115730410,2.0000000000,0.0862260302,2.0000000000,380.6351897880,209.2512207031,0.7682777252,13669.4794806797
0,0.8557281195,-0.0733022157,0.9151104268,2.8492269466,0.5121810222,0.0796642694,0.9210708430,0.0051872521,4.0000000000,-1.2177387747,701.1077575684,0.4588614563,1.0000000000,0.0692366901,1.0000000000,484.6795788826,267.2594375610,0.0775318298,13149.6305228452
0,0.8557135626,-0.6409854576,0.9972972430,3.3393733987,0.4804636072,0.1095815341,0.9576171563,0.0086847407,3.0000000000,-0.3038367966,839.4394531250,0.4739779342,1.0000000000,0.0910825740,1.0000000000,480.1509679738,218.6920738220,0.5210876490,14983.6972099161
0,0.8557309314,-0.3192038387,0.9173930005,7.6982098911,0.2207041715,0.1179581292,0.9427167476,0.0104452155,2.0000000000,0.0151751291,775.9570159912,0.6162885482,4.0000000000,0.0887802732,1.0000000000,542.2062156581,383.5888519287,0.4850563731,4777.4685714488
0,0.8557347130,-0.0244353674,0.9070556685,6.0650064301,0.3682715397,0.0956820934,0.9605877747,0.0071205660,2.0000000000,0.7528771758,311.1752090454,0.5558346453,1.0000000000,0.0867199363,2.0000000000,192.7857556765,124.5267181396,0.8690966850,1086.9080253641
0,0E-10,0.2453423605,1.0004842408,4.9241251427,0.2030817599,0.1552392147,0.9999921477,0.0099902041,1.0000000000,-0.4166386694,744.7500000000,0.5917600401,2.0000000000,0.0913131381,3.0000000000,612.4137931034,479.7500000000,0.1568963445,3541.1347233360
0,0.8557308855,-0.4639185022,1.0127557343,12.4380795432,0.1123629618,0.1383698194,0.9210232182,0.0198285335,2.0000000000,-0.8232074101,840.2500000000,0.4983491103,1.0000000000,0.0830581296,3.0000000000,511.5390756303,164.0000000000,-0.0314323562,24450.9213946185
0,0.8557364481,-0.2096636879,0.9513879611,15.0059761089,0.0790278841,0.1857619776,0.9715045478,0.0370677654,1.0000000000,-0.0857869100,1359.2500000000,0.5370334259,3.0000000000,0.0875985085,4.0000000000,650.7502771004,176.7500000000,0.6717325014,57697.5579105965
0,0.8557197619,-1.2867327656,0.9812503515,21.0047814078,0.0476082079,0.1491572080,0.8794558114,0.0109318995,1.0000000000,-0.6765805562,969.2500000000,0.5521327112,3.0000000000,0.0932678673,2.0000000000,702.4662356322,468.5000000000,0.1218469661,12291.1462722349
0,0.8557336775,-0.1592265643,0.9213456155,14.2750986303,0.1271838619,0.1934132127,0.9634054595,0.0480008110,4.0000000000,1.0497201050,1229.0000000000,0.4783647629,1.0000000000,0.0882203981,2.0000000000,555.6675084175,104.5000000000,0.5257470715,30525.0793305925
0,6.2E-9,-0.2265105659,0.9295046723,4.9640926826,0.3198162683,0.1126857933,0.9999880125,0.0072517031,2.0000000000,-0.7738803206,407.0000000000,0.6618957784,2.0000000000,0.0748769358,4.0000000000,312.2153110048,191.5000000000,-0.0247938702,2651.5198288554
0,0.8556942629,0.2454419783,0.9891649437,8.2945121213,0.1502047669,0.1181930803,0.9392882296,0.0130410204,3.0000000000,3.3078328006,742.0000000000,0.4814674318,2.0000000000,0.0819375185,1.0000000000,312.8180952381,125.0000000000,1.6409218833,12226.1632079244
0,0.8556855782,-0.0712324858,1.0147945163,5.1669167146,0.1935390205,0.1136712119,0.8816328497,0.0096240657,1.0000000000,-0.6244962684,1453.7500000000,0.5575386189,4.0000000000,0.1100507283,1.0000000000,1025.1004784689,595.0000000000,-0.1785865178,41692.2665853883
0,0.8557211195,-0.4700383466,0.9783657819,6.7302790360,0.2168176808,0.1524691055,0.9251153243,0.0187620542,4.0000000000,-0.6741699683,781.0000000000,0.4763105119,2.0000000000,0.0851372529,1.0000000000,499.2802197802,203.2500000000,0.1260848939,16087.0655156770
0,0.8555535521,0.1131029859,0.9479278093,3.8232532510,0.3235494212,0.1407276499,0.7898138269,0.0120519829,1.0000000000,-0.6089905327,766.5000000000,0.4774422247,1.0000000000,0.0706125866,1.0000000000,603.9927184466,400.5000000000,-0.1403487877,7673.4901484866
0,0.8557343513,-0.5366790174,0.9114677101,10.3829705233,0.2020002370,0.1396087290,0.9636533696,0.0173438254,2.0000000000,-0.5422344966,722.0000000000,0.5135507493,1.0000000000,0.0821122953,3.0000000000,414.8034539474,161.2500000000,0.2851580586,13093.8426506615
0,0.8556866597,-0.1341403694,0.8989427685,3.6438005897,0.5590825352,0.1459228827,0.9199467362,0.0154306706,3.0000000000,0.6102469929,511.0000000000,0.4594313099,3.0000000000,0.0884264062,3.0000000000,287.6722090261,117.7500000000,0.6471148205,5119.2428939034
0,0.8557341853,0.0145626715,0.9111098472,5.4286002708,0.3259110734,0.1504676051,0.9680191467,0.0207804154,1.0000000000,-0.1941700922,1756.0000000000,0.5340802904,2.0000000000,0.0896765763,4.0000000000,925.2958921694,249.2500000000,0.4093982705,79580.6626480611
0,0E-10,0.1742568675,0.7710465518,12.3351918609,0.0834306624,0.1482926829,0.9999727169,0.0087262344,1.0000000000,-0.9076039865,616.2500000000,0.9045596779,1.0000000000,0.0923269954,4.0000000000,538.5916666667,439.0000000000,-0.3074461318,2985.6629310345
0,0.8557173826,0.1796120578,0.9575875909,8.1622650650,0.1225150117,0.1121885231,0.8741878491,0.0072083738,2.0000000000,-0.2214333114,823.0000000000,0.4909333889,2.0000000000,0.0766559154,1.0000000000,598.2687074830,347.2500000000,-0.2212632867,9381.2541327111
0,0.8557068456,6.1302163082,1.1037551399,24.3910763190,0.0848895017,0.3427248585,0.8692526308,0.1032166395,4.0000000000,0.2025680560,1146.5000000000,0.5402370365,2.0000000000,0.0796163041,1.0000000000,563.1759818731,177.0000000000,0.5934929797,50747.8305731026
0,0.8557349435,0.1125019802,0.9167579628,9.5634659517,0.2230880757,0.1136968561,0.9744751027,0.0102055372,2.0000000000,-0.1163720101,529.0000000000,0.5249863588,1.0000000000,0.0843036585,2.0000000000,289.5931319426,136.7500000000,0.4847973935,5156.1385092208
0,0.8557364103,-0.4601023609,0.8925288342,9.3155429351,0.2297502828,0.1159847499,0.9668461547,0.0114169642,2.0000000000,-0.0473276957,529.0000000000,0.5287527114,1.0000000000,0.0890549777,2.0000000000,291.8460612315,140.0000000000,0.4586753649,5092.3363641432
0,0.8557308783,-0.3233096215,0.9703572870,22.3920891761,0.0543394459,0.2791486099,0.9212393268,0.1089250274,1.0000000000,0.3455416276,1093.7500000000,0.4697868804,4.0000000000,0.0856685922,2.0000000000,420.3162083936,71.5000000000,1.0030798299,40459.1661549110
0,0.8557344901,-0.3763239572,0.9973073532,23.5166879033,0.0425229949,0.1655817000,0.9590254566,0.0225758594,1.0000000000,-0.5702554281,1076.5000000000,0.5805786230,2.0000000000,0.0861598747,4.0000000000,662.0360304968,309.5000000000,0.3001533907,24510.6299173867
0,0.8556972990,0.2808557541,0.9424533094,36.4221253171,0.0274558388,0.2683630230,0.8525845880,0.1078388202,1.0000000000,-0.5045925449,956.5000000000,0.3960807912,1.0000000000,0.0799392165,3.0000000000,481.2257142857,186.2500000000,0.7158274251,42636.6854351396
0,0.8556789304,0.1519530160,0.9622251727,14.6898561827,0.0680741859,0.1510745364,0.8066635218,0.0207705296,1.0000000000,-0.3985427201,870.7500000000,0.5120172092,1.0000000000,0.0800487315,4.0000000000,490.6705298013,243.0000000000,0.5325941066,22461.4207505519
0,0.8557255545,-1.1546999358,0.9285131498,11.2607586505,0.1135982284,0.1473128936,0.9363080155,0.0149355430,2.0000000000,-0.2052207543,1034.2500000000,0.4600413178,1.0000000000,0.0852760988,1.0000000000,601.8426356589,207.5000000000,0.1765211050,23283.6191944725
0,0.8555442479,-1.9594355029,0.9795444678,22.8527874192,0.0437583382,0.1475292993,0.9563258245,0.0150904726,1.0000000000,0.2241677259,1184.7500000000,0.5488465715,2.0000000000,0.0886217077,1.0000000000,698.3154450262,376.0000000000,0.4786152214,21277.0086024360
0,0.8555013759,-1.0053739802,1.0594538655,105.7349192094,0.0094576135,0.1430033884,0.7632907945,0.0155913765,2.0000000000,-0.9870036410,1184.7500000000,0.5208020652,1.0000000000,0.1018740725,2.0000000000,841.5593750000,525.5000000000,0.0684190945,30646.8946598101
0,0.8557348873,0.0358198182,0.9237989458,10.9881111105,0.1525992636,0.1594889040,0.9770851467,0.0199913850,2.0000000000,-0.5052864924,1640.5000000000,0.5875781133,2.0000000000,0.0871572514,1.0000000000,873.2083084726,197.0000000000,-0.0432164756,74291.6372524917
0,0.8557347155,-0.3720184793,0.9955951253,25.1796155056,0.0397146652,0.1563955403,0.9541658367,0.0157375687,1.0000000000,-0.4599361227,650.7500000000,0.5626675160,4.0000000000,0.0936172236,4.0000000000,452.5786011080,265.2500000000,0.0878779507,5769.6519804750
0,0.8557026772,-0.4644792483,0.9207441395,4.1229115641,0.4269284589,0.0914426983,0.8746893127,0.0065567780,4.0000000000,-0.3743952436,814.2500000000,0.4141106588,1.0000000000,0.0843061457,2.0000000000,639.2962500000,421.7500000000,-0.1829132809,6018.4021796482
0,0.8557054037,0.0029430126,0.8396027925,8.6170284596,0.1899353815,0.0997159329,0.9310460982,0.0084618400,4.0000000000,-0.5111118059,848.7500000000,0.6046609457,1.0000000000,0.0967050871,3.0000000000,664.3288177340,431.0000000000,-0.2867711861,7455.0248965625
0,0.8557347311,-0.0155015351,0.8963805644,3.4046500536,0.5558605716,0.0796798434,0.9764812941,0.0055158017,4.0000000000,-0.5753155414,1131.0000000000,0.5017645832,1.0000000000,0.0826270881,1.0000000000,711.7632794457,352.7500000000,-0.0401135413,18110.2276337719
0,0.8557338019,-4.7226112742,1.0322386536,80.9944951633,0.0123465181,0.2143378061,0.9457313914,0.0371935563,1.0000000000,-0.4263353498,1135.5000000000,0.5538356207,1.0000000000,0.0824018018,1.0000000000,703.6750629723,216.5000000000,-0.0762511991,39128.8378715718
0,0.8557352694,0.1956537448,1.0568859719,51.0736483131,0.0195795686,0.2783054930,0.9717935080,0.0664642780,1.0000000000,-0.2654550641,1316.0000000000,0.5744998125,1.0000000000,0.0895776069,1.0000000000,718.8938458661,185.5000000000,0.0934708816,45174.5496180759
0,0.8557350544,0.9582198884,1.0085045939,6.5750225421,0.1812294604,0.1684153252,0.9793577723,0.0244920639,1.0000000000,0.0436099613,1481.0000000000,0.5080434973,1.0000000000,0.0857953433,2.0000000000,813.8564167031,174.7500000000,-0.0662047229,40303.7894038634
0,0.8557272420,0.1579425644,0.9158362218,22.9889330461,0.0939411473,0.1222750689,0.9283913686,0.0109579576,3.0000000000,0.4227142971,840.2500000000,0.5582616273,1.0000000000,0.0820912552,1.0000000000,455.3612700229,237.7500000000,0.9786508848,15322.2867695629
0,0.8556920273,-0.4760611107,0.9362544448,3.3781800137,0.4655041493,0.0947603668,0.8802351005,0.0058173451,2.0000000000,-0.6183028305,604.2500000000,0.5252489378,1.0000000000,0.1031106215,3.0000000000,475.4458598726,348.5000000000,0.1889207378,3253.3909718972
0,0.8557280775,0.5171185325,0.6435373211,7.3565721850,0.2412836239,0.0892414807,0.9668777478,0.0068744500,2.0000000000,-1.0882971193,1140.0000000000,0.4792107122,1.0000000000,0.0728484903,1.0000000000,690.6406340058,279.2500000000,-0.1438774329,39678.4441970889
0,0.8557184774,-1.4584861681,0.9456349177,104.4355153212,0.0142729952,0.0874314161,0.8285715949,0.0068000313,1.0000000000,-1.5716050230,873.7500000000,0.6154892362,2.0000000000,0.0769009708,1.0000000000,601.2352459016,373.2500000000,0.2118171663,27138.7379421915
0,1E-10,-0.4863317088,0.9460556606,5.6870957914,0.2099561647,0.0827312872,0.9999924368,0.0036286260,1.0000000000,-0.5880806943,604.2500000000,0.5531537196,1.0000000000,0.1004433603,4.0000000000,519.0392857143,402.0000000000,-0.5056789163,2322.3688335046
0,0.8557016743,-0.4086010337,0.9435387278,7.1762207590,0.1938507679,0.1402972656,0.9021838238,0.0138379431,4.0000000000,-0.9118987005,720.7500000000,0.4672741432,1.0000000000,0.0876451585,1.0000000000,464.2311320755,201.0000000000,0.0824180648,15116.4915809034
0,0.8556916348,-0.3234228368,1.1265978835,17.8269829350,0.0560947415,0.1753056269,0.8765078415,0.0266078004,1.0000000000,-0.9448215409,520.0000000000,0.5383456386,1.0000000000,0.0927383535,3.0000000000,334.3360091743,97.2500000000,-0.3347405418,12458.1189542553
0,0.8557292427,-1.3600831861,0.9510270853,24.5694666647,0.0523028183,0.1673480512,0.9209300636,0.0170035050,1.0000000000,-1.1025773017,735.7500000000,0.5579926426,3.0000000000,0.0877312280,2.0000000000,455.1602671119,202.0000000000,-0.0982009019,17825.2373897968
0,0.8557316499,-0.1405416898,0.9571026605,6.8499078014,0.1942907465,0.1813567217,0.9593752186,0.0444000524,1.0000000000,-0.4066518516,1024.5000000000,0.4383858761,1.0000000000,0.0839278606,1.0000000000,445.5270087779,123.5000000000,0.5877471041,32333.7850801595
0,0.8551244246,-0.1507450002,0.9656379337,3.9585415736,0.5281335701,0.1468275407,0.8734265274,0.0120550299,4.0000000000,-0.1342881278,430.7500000000,0.5950719949,4.0000000000,0.1005633944,3.0000000000,305.4350000000,194.2500000000,0.3862728373,2910.4972222222
0,0.8557350325,0.5507518721,0.8691048767,11.3551725878,0.1296244574,0.1914902248,0.9650026978,0.0262177834,4.0000000000,0.5857103788,1038.7500000000,0.4578416360,1.0000000000,0.0779964622,4.0000000000,558.0392320534,215.5000000000,0.6101332103,19544.8957331757
0,0.8557308641,-0.4416766188,0.9554357176,7.4123992511,0.1983511670,0.1262398468,0.9548087131,0.0112715075,1.0000000000,0.0053092437,918.0000000000,0.5409521004,1.0000000000,0.0886408942,2.0000000000,575.7371638142,284.5000000000,0.2955577934,14591.2537681928
0,0.8557340995,0.5370121728,0.6581911614,13.2816032397,0.1399230903,0.2427701195,0.9470080390,0.0402663777,2.0000000000,-0.0406758570,1005.2500000000,0.5172684408,1.0000000000,0.0976821465,3.0000000000,565.1823884758,154.5000000000,0.1271952694,19624.7937686954
0,0.8557221542,-0.2194054216,0.9209670274,14.4838286332,0.1058065524,0.1132652321,0.9079941777,0.0094630496,1.0000000000,0.1425948935,1102.2500000000,0.5528891796,4.0000000000,0.0769418963,3.0000000000,767.6293900185,513.5000000000,0.4574010522,11238.9134969535
0,1E-10,0.8424615985,0.9948247899,36.3893418423,0.0414571971,0.1570833638,0.9999580649,0.0056657558,1.0000000000,-1.1066393183,772.2500000000,0.9461684252,4.0000000000,0.0527233626,2.0000000000,683.1770833333,570.2500000000,-0.2420342680,3916.1308876812
0,0.8557015122,-0.5696534102,0.9557621985,7.6404923369,0.1308816181,0.1762847048,0.8697261453,0.0215170537,1.0000000000,-0.6021930214,901.2500000000,0.6673371816,3.0000000000,0.0890085789,1.0000000000,608.2695783133,361.0000000000,0.4165572237,17432.8358433735
0,0.8557272975,-0.1121600078,0.9619094209,11.0596252222,0.1484236686,0.1480132689,0.9206529247,0.0163762560,2.0000000000,-0.9178484433,1173.0000000000,0.5371415801,2.0000000000,0.0908272607,3.0000000000,724.1949213162,321.2500000000,0.2425714207,41446.3648253133
0,0.8557349232,-1.5810508731,0.9755133070,19.6546400550,0.0511631870,0.1495006651,0.9648273613,0.0215403894,1.0000000000,-0.1381492106,952.2500000000,0.5258437492,1.0000000000,0.0854945959,1.0000000000,416.0429743224,159.7500000000,0.8085038948,23401.8477131503
0,0.8556978170,-0.0562481165,0.9116568398,14.7459668827,0.1153225488,0.1164363675,0.9247952779,0.0093636405,1.0000000000,-0.7083796762,949.5000000000,0.6167747113,1.0000000000,0.0840906015,1.0000000000,659.8040123457,274.0000000000,-0.0992354725,22626.4619214157
0,0.8557339860,0.0445945939,1.0056106179,6.8043997433,0.2774353970,0.1788286639,0.9565430356,0.0223964633,3.0000000000,-0.4482542349,810.7500000000,0.4846712320,2.0000000000,0.0793484097,1.0000000000,523.5680668016,197.7500000000,-0.2807587961,12800.1098042262
0,0.8557340435,-0.3904733029,0.9092117163,10.1817355273,0.1350273143,0.1259157996,0.9501097549,0.0112078434,1.0000000000,1.8300583796,1342.0000000000,0.5284865815,2.0000000000,0.0797354948,3.0000000000,682.1131422925,338.7500000000,0.9325060438,21347.1883598749
0,0.8557365884,0.0503202407,0.9575701568,6.2836770647,0.2251770979,0.1297751705,0.9703904245,0.0138831431,2.0000000000,-0.0344342097,1404.5000000000,0.5155234773,1.0000000000,0.0850125492,2.0000000000,808.2747854077,375.0000000000,0.5764112656,34030.1887538998
0,0.8557350520,-0.1310876336,0.9869747363,5.4776555909,0.2919621046,0.1216153994,0.9621918934,0.0120207322,2.0000000000,0.0585990014,1423.7500000000,0.5214918069,4.0000000000,0.0817674923,4.0000000000,849.2719318182,423.7500000000,0.3085858417,29235.7737452458
0,0.8557207674,0.1034301238,0.9366221507,5.4489633617,0.2002531845,0.1253908053,0.9314177122,0.0127693687,2.0000000000,-0.7577095497,1616.5000000000,0.5802374309,1.0000000000,0.0848430330,4.0000000000,1043.8102189781,519.2500000000,0.1320548317,61425.4082903092
0,0.8557106154,-0.4732481960,1.0219559657,23.8748710803,0.0463108742,0.1386827615,0.8497160892,0.0175500642,1.0000000000,-1.1301388443,1216.5000000000,0.4898130708,3.0000000000,0.0796197566,4.0000000000,760.8365384615,337.2500000000,0.1040551842,59236.6076254826
0,0.8557305587,-1.6765292398,0.9489380584,18.0581726508,0.0557912962,0.1072710476,0.9243155342,0.0088281567,2.0000000000,0.1770551357,1147.7500000000,0.6074246641,3.0000000000,0.0905877316,3.0000000000,679.3903769841,289.0000000000,0.3056425258,25584.7933389882
0,0.8555448201,-0.2639967261,1.0409929828,17.6629908524,0.1198541375,0.2813225728,0.9095768308,0.0876868380,2.0000000000,0.0148303610,797.5000000000,0.5169862988,4.0000000000,0.0853804953,1.0000000000,354.4932126697,125.5000000000,0.9449291098,30420.0775812423
0,0.8557342640,-0.5034275572,0.9611343076,9.5360833660,0.1096565293,0.1816061821,0.9678158170,0.0332361541,1.0000000000,-0.8109710490,2045.7500000000,0.5310418885,4.0000000000,0.0879067894,2.0000000000,1009.0077117573,223.5000000000,0.3149461129,155327.6342552182
0,0.8557229118,-0.9434828207,0.9687812430,16.8932305684,0.0849532578,0.1277606404,0.8910725897,0.0090894111,4.0000000000,-0.9126062014,707.5000000000,0.4854364068,2.0000000000,0.0763301187,1.0000000000,383.9717898833,97.5000000000,0.0660782978,23601.9818670963
0,0.8557367871,-0.6303869361,1.0023420609,16.2971499439,0.0613604221,0.1792695347,0.9489154356,0.0311586932,1.0000000000,-0.3415530549,520.2500000000,0.5639185326,2.0000000000,0.0871402968,2.0000000000,351.6659226190,136.5000000000,-0.2529068791,4265.7194776810
0,0.8557283027,-0.2075229025,0.9350159191,2.4858444426,0.7137132172,0.1435709874,0.9049130686,0.0133486295,4.0000000000,-0.2687752325,613.7500000000,0.4638452530,4.0000000000,0.0733656869,3.0000000000,376.8700331126,142.0000000000,-0.0310037360,8425.7864938552
0,0.8557356284,-0.0128469870,0.9053246533,2.6980173462,0.5439988163,0.1180560546,0.9854063589,0.0110740392,3.0000000000,-0.0417793981,1562.7500000000,0.5004023281,1.0000000000,0.0846153464,3.0000000000,724.2162080305,204.0000000000,0.4223152568,40737.0831129661
0,0.8557336784,-0.7311143620,0.9457578938,8.9021108866,0.2102858950,0.2031427668,0.9749080877,0.0603988996,2.0000000000,0.4904827246,1037.0000000000,0.5019641718,4.0000000000,0.0860516217,2.0000000000,430.9013396595,39.7500000000,0.7333757363,28122.8960969919
0,0.8557314667,-1.0666584626,0.9469931923,8.9493956377,0.1156410834,0.1394358371,0.9301060446,0.0178045804,1.0000000000,-0.1962442887,716.2500000000,0.5184549335,1.0000000000,0.0803408103,1.0000000000,467.2435344828,206.7500000000,0.2971119350,9414.2161508724
0,5E-10,-0.3026831750,0.8289377379,4.5423967743,0.2980212121,0.1240583427,0.9999423790,0.0074863957,3.0000000000,-0.6590979001,633.0000000000,0.7528327357,4.0000000000,0.0679752893,3.0000000000,556.0795454545,422.7500000000,-0.6710232020,3976.1607142857
0,0.8557168901,-0.5956415137,0.9665673002,12.7941667227,0.0938000378,0.1972997408,0.9100227527,0.0261695751,1.0000000000,-0.5531517702,1218.7500000000,0.5357578714,3.0000000000,0.0876890606,3.0000000000,762.0118644068,333.7500000000,0.1390767741,42325.9557765479
0,0.8557284603,0.0616053960,0.9211417121,8.6269558665,0.1628749037,0.1122524979,0.9623788879,0.0122056558,1.0000000000,-0.8467018899,1097.5000000000,0.5075181824,1.0000000000,0.0799044380,2.0000000000,513.8724489796,189.7500000000,0.4403213634,39742.6064679926
0,0.8557307227,-0.1194554180,0.9561456451,6.3639225792,0.2494937019,0.1607342245,0.9539209054,0.0270861761,2.0000000000,-0.2361399900,1649.0000000000,0.5428994041,3.0000000000,0.0815364903,1.0000000000,888.3586749285,298.2500000000,0.3579026570,78031.4973106885
0,0.8557362290,-0.2782453488,0.9129243713,7.7348630492,0.2198974720,0.1172581652,0.9645767659,0.0154815997,4.0000000000,-0.6662785172,1737.0000000000,0.5009388410,3.0000000000,0.0821919877,4.0000000000,694.4245464541,159.7500000000,0.6140939717,121547.6742446343
0,0.8557275679,-0.2868898781,0.9528631267,7.9241588113,0.1960056858,0.1348838509,0.9116689340,0.0115922261,4.0000000000,0.1068050994,1239.2500000000,0.5264944288,2.0000000000,0.0840697051,3.0000000000,816.6265182186,524.5000000000,0.3598915802,18355.6026291153
0,0.8557346607,-0.2644692009,0.8951901446,16.2614795264,0.0943753144,0.1478523032,0.9389651374,0.0180534323,1.0000000000,-0.0750007453,844.0000000000,0.6238183045,2.0000000000,0.0810875743,1.0000000000,439.6516578749,167.7500000000,0.6739468006,22157.0491224720
0,0.8557192474,-0.7264714890,0.9731599836,12.6322020200,0.0791627618,0.1549955070,0.9509886112,0.0435172913,1.0000000000,-0.1757779324,1775.2500000000,0.6277501716,4.0000000000,0.0769680555,2.0000000000,830.6543696275,330.7500000000,0.7459704666,107811.5133672555
0,0.8557355220,0.0742774618,1.0499800335,17.7286780699,0.0564057848,0.2494987906,0.9678400062,0.0916066629,1.0000000000,0.9441625847,2080.0000000000,0.5645406766,3.0000000000,0.0806086475,2.0000000000,783.9994458810,182.2500000000,1.0585790079,130423.1379227188
0,0.8557062629,-1.5727279232,0.9966179536,3.9607839030,0.5203794092,0.1471529769,0.9164837798,0.0262986714,4.0000000000,-0.2025543017,1162.0000000000,0.4690476753,1.0000000000,0.0776142444,3.0000000000,730.9886363636,123.7500000000,-0.2776098908,38207.5725985148
0,0.8557330815,-0.5239756505,0.9349246281,11.5859669093,0.1311227690,0.1065096209,0.9480237846,0.0074053714,3.0000000000,1.0133779479,890.2500000000,0.5833885336,3.0000000000,0.0850382324,1.0000000000,518.9462431277,255.5000000000,0.8767364897,11806.9079815707
0,0.8557371029,-0.3482531544,0.9911020430,12.6090113026,0.0842287322,0.1096580124,0.9847669463,0.0154376434,1.0000000000,0.2844818793,1619.7500000000,0.5505681770,1.0000000000,0.0869553350,1.0000000000,778.3550316274,186.0000000000,0.7019029313,52389.5821320858
0,0.8556885138,-0.3311721459,0.9620972436,7.6819504039,0.2598789450,0.1275583024,0.9217859958,0.0143258690,2.0000000000,-0.8095898699,1191.5000000000,0.4679718543,1.0000000000,0.0821927811,1.0000000000,814.8912466844,309.5000000000,-0.0713934694,39288.2051540719
0,0.8557341274,-0.7315849281,0.9039819521,11.0892746341,0.1159209035,0.1003621610,0.9336924455,0.0070113491,1.0000000000,-0.5421908009,855.5000000000,0.6596890419,1.0000000000,0.0856828569,3.0000000000,561.3797468354,254.7500000000,-0.0123939641,14971.1351690556
0,0.8557313198,-1.4927666242,0.9764228013,13.5922133225,0.1016145862,0.0965178629,0.9287513704,0.0075417990,1.0000000000,0.2650727400,1193.5000000000,0.5033237588,1.0000000000,0.0885733533,2.0000000000,633.1642461964,298.7500000000,0.6369406451,34755.7863041804
0,0.8557346124,1.5516016044,1.0992532591,14.4791903462,0.0690646353,0.1929408943,0.9815086714,0.0330735357,1.0000000000,-0.1178244940,1875.5000000000,0.5477190853,1.0000000000,0.0844501401,4.0000000000,812.4553810160,156.5000000000,0.2719945358,54366.5655091247
0,5.9E-9,0.0525014076,0.9160448647,7.5373803172,0.1492936260,0.1003829021,0.9999786888,0.0066610482,1.0000000000,-0.4964534377,1020.0000000000,0.6958731734,4.0000000000,0.0807198061,2.0000000000,799.7710843373,545.0000000000,0.1644104554,11183.1884264330
0,0.8557206659,-0.6910434925,0.9793938368,63.0435961009,0.0160445618,0.1625109907,0.8810562877,0.0246354293,1.0000000000,-0.4805282221,1034.2500000000,0.6244860578,1.0000000000,0.0799235282,3.0000000000,582.5122601279,279.7500000000,0.8207433994,34918.3843238022
0,0.8557321033,-2.4007663542,0.9626458705,12.3197702279,0.1295345746,0.1518931803,0.9312577524,0.0221336888,4.0000000000,-0.3517910740,972.5000000000,0.5394713022,4.0000000000,0.0928514523,1.0000000000,544.3559659091,215.7500000000,0.4269846654,26401.8915913616
0,0.8557131769,-0.2219541308,0.9550170572,13.2204357566,0.0756404719,0.1809170215,0.9045966307,0.0201397885,2.0000000000,-0.7542196301,778.2500000000,0.5757884753,3.0000000000,0.1008747555,2.0000000000,517.1367370892,282.7500000000,0.2796185605,13568.8196313173
0,0.8557315712,-0.0722078433,0.9489136860,2.7459580137,0.5017359216,0.1000398894,0.9616652225,0.0064048020,2.0000000000,0.7587768995,570.0000000000,0.5550541198,4.0000000000,0.0905608172,4.0000000000,317.7952727273,170.7500000000,0.8796348389,5280.0922442768
0,0.8557344626,-0.2375042166,0.9450781721,4.8083431653,0.2316901399,0.1212318057,0.9748749376,0.0097162481,1.0000000000,-0.2392898500,727.0000000000,0.5266997124,1.0000000000,0.0889864353,1.0000000000,480.0719850421,210.5000000000,-0.0423567963,7694.1489332333
0,0.8556526578,-1.6912519810,0.9813493180,6.5411237464,0.1614550252,0.1509451217,0.8525829451,0.0093308219,2.0000000000,-0.2384388249,721.2500000000,0.6248480374,1.0000000000,0.0873333015,3.0000000000,510.7500000000,343.5000000000,0.3319746776,6140.2420940739
0,0.8557347841,-0.3747613275,0.9667931590,12.9679305404,0.0892069894,0.1450567995,0.9637771409,0.0137776165,1.0000000000,-0.3248175386,815.5000000000,0.5281851197,4.0000000000,0.0914505047,4.0000000000,540.6651831565,266.7500000000,0.1859249359,10251.3986667167
0,0.8555728463,1.0718841005,1.0841260695,3.7647144648,0.2656243945,0.1215504025,0.8132226530,0.0073337258,1.0000000000,-0.2774249328,1158.7500000000,0.4446879219,1.0000000000,0.0964906945,1.0000000000,932.7572815534,636.2500000000,-0.2569215300,14077.9027222540
0,0.8557355584,2.6293870058,0.9086299793,4.5971956332,0.4579504831,0.1686611180,0.9777727337,0.0248384272,3.0000000000,0.6140406630,1286.7500000000,0.6258981916,4.0000000000,0.0917381949,3.0000000000,661.9044581207,259.5000000000,0.6100555826,25457.7186233517
